地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2023/09/08,07:36:13.5,トカラ列島近海,29°19.8′N,129°13.8′E,26 km,2.4,震度１
2023/09/08,07:25:44.7,トカラ列島近海,29°18.9′N,129°18.0′E,22 km,3.4,震度２
2023/09/08,07:23:23.1,トカラ列島近海,29°18.9′N,129°15.3′E,24 km,2.8,震度１
2023/09/08,07:21:54.0,トカラ列島近海,29°17.0′N,129°18.4′E,25 km,2.8,震度１
2023/09/08,07:16:26.0,トカラ列島近海,29°18.8′N,129°20.2′E,20 km,3.2,震度２
2023/09/08,07:15:19.4,トカラ列島近海,29°17.4′N,129°20.7′E,21 km,2.8,震度１
2023/09/08,07:11:04.7,トカラ列島近海,29°18.2′N,129°23.8′E,13 km,2.9,震度１
2023/09/08,07:00:26.2,トカラ列島近海,29°19.0′N,129°18.0′E,23 km,2.9,震度１
2023/09/08,06:27:13.1,トカラ列島近海,29°19.3′N,129°13.9′E,25 km,2.8,震度１
2023/09/08,06:25:14.4,トカラ列島近海,29°19.4′N,129°16.7′E,20 km,2.9,震度１
2023/09/08,06:13:24.9,トカラ列島近海,29°17.8′N,129°21.4′E,12 km,3.0,震度１
2023/09/08,06:06:36.1,トカラ列島近海,29°18.0′N,129°21.2′E,19 km,3.2,震度３
2023/09/08,05:53:40.6,トカラ列島近海,29°16.6′N,129°20.4′E,20 km,2.4,震度１
2023/09/08,05:40:07.8,トカラ列島近海,29°18.7′N,129°20.2′E,19 km,3.3,震度２
2023/09/08,05:36:42.5,トカラ列島近海,29°18.3′N,129°21.8′E,18 km,2.6,震度１
2023/09/08,05:32:21.9,トカラ列島近海,29°20.5′N,129°12.6′E,23 km,2.4,震度１
2023/09/08,05:17:48.4,トカラ列島近海,29°17.9′N,129°22.0′E,18 km,2.6,震度１
2023/09/08,05:14:46.8,トカラ列島近海,29°16.9′N,129°21.9′E,19 km,2.7,震度１
2023/09/08,04:57:37.6,トカラ列島近海,29°17.7′N,129°22.3′E,17 km,2.8,震度１
2023/09/08,04:55:19.6,トカラ列島近海,29°17.8′N,129°21.7′E,19 km,3.9,震度３
2023/09/08,04:25:18.7,トカラ列島近海,29°18.1′N,129°22.2′E,17 km,3.2,震度２
2023/09/08,04:04:14.2,トカラ列島近海,29°17.5′N,129°21.0′E,20 km,3.2,震度２
2023/09/08,03:54:53.8,トカラ列島近海,29°18.6′N,129°20.5′E,19 km,2.8,震度１
2023/09/08,03:29:49.4,トカラ列島近海,29°19.0′N,129°23.7′E,16 km,3.0,震度２
2023/09/08,03:27:27.1,トカラ列島近海,29°17.8′N,129°20.5′E,19 km,2.7,震度２
2023/09/08,03:01:47.3,トカラ列島近海,29°17.9′N,129°20.7′E,19 km,2.7,震度１
2023/09/08,02:50:26.5,トカラ列島近海,29°18.1′N,129°20.3′E,22 km,3.9,震度３
2023/09/08,02:40:31.3,トカラ列島近海,29°17.5′N,129°21.6′E,19 km,2.4,震度１
2023/09/08,02:37:25.0,トカラ列島近海,29°21.2′N,129°12.9′E,27 km,2.7,震度１
2023/09/08,00:40:52.9,福島県沖,37°38.3′N,141°41.4′E,54 km,3.8,震度１
2023/09/08,00:37:13.0,宮古島近海,25°00.0′N,125°35.3′E,54 km,3.5,震度１
